advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
78,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",500.0,Severe,488.7652226004428,Severe,-11.234777399557174,Stable,Critical forecast hotspot,58.32,Moderate,75.21,19.75,43.23,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",28.2068,76.7997
79,Odisha,Angul,"Hakimapada, Angul - OSPCB",500.0,Severe,499.9991231559984,Severe,-0.0008768440015956003,Stable,Critical forecast hotspot,58.28,Moderate,67.53,41.95,30.55,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",20.832874,85.104082
80,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",500.0,Severe,457.65857189661455,Severe,-42.341428103385454,Decreasing,Critical forecast hotspot,58.13,Moderate,71.84,29.17,41.65,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",29.5364,75.0158
80,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",456.42,Severe,497.3152779946908,Severe,40.89527799469079,Increasing,Critical forecast hotspot,58.13,Moderate,66.12,51.03,23.73,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.96702,72.84214
81,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB",500.0,Severe,495.936558996502,Severe,-4.063441003497985,Stable,Critical forecast hotspot,58.12,Moderate,69.25,46.93,23.99,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",13.1036,80.2909
82,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",395.4,Very Poor,394.4083750518393,Very Poor,-0.9916249481606769,Stable,Critical forecast hotspot,58.05,Moderate,73.87,24.77,56.87,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.3153,76.9143
83,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",500.0,Severe,499.9991231559984,Severe,-0.0008768440015956003,Stable,Critical forecast hotspot,58.02,Moderate,68.64,47.3,23.49,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.59315,72.372792
84,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",317.99,Very Poor,325.5562593056024,Very Poor,7.566259305602387,Stable,Critical forecast hotspot,58.01,Moderate,59.98,58.21,54.92,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",29.966942,76.875879
84,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",500.0,Severe,499.9991231559984,Severe,-0.0008768440015956003,Stable,Critical forecast hotspot,58.01,Moderate,71.72,28.56,36.75,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.422681,77.148944
85,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",382.43,Very Poor,382.35942046608295,Very Poor,-0.07057953391705496,Stable,Critical forecast hotspot,57.99,Moderate,64.25,56.2,41.58,Industrial combustion,"Immediate intervention: Increase industrial emission inspection, check stack compliance, enforce fuel-quality standards, and monitor nearby industrial clusters.",22.969611,72.6435
86,Haryana,Jind,"Police Lines, Jind - HSPCB",366.23,Very Poor,364.607828607477,Very Poor,-1.6221713925230006,Stable,Critical forecast hotspot,57.96,Moderate,70.2,42.19,50.38,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",29.307814,76.337619
87,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",481.32,Severe,458.8620610140203,Severe,-22.457938985979695,Stable,Critical forecast hotspot,57.64,Moderate,67.25,44.45,32.26,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",16.509717,80.612222
88,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",360.86,Very Poor,363.5076130101461,Very Poor,2.647613010146074,Stable,Critical forecast hotspot,57.49,Moderate,70.92,28.56,60.37,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.4227,77.0667
89,Delhi,Delhi,"ITO, Delhi - CPCB",475.09,Severe,468.32971554512966,Severe,-6.760284454870316,Stable,Critical forecast hotspot,57.45,Moderate,68.04,36.89,36.7,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.628624,77.24106
90,Maharashtra,Pune,"Dhankawadi, Pune - IITM",500.0,Severe,499.9991231559984,Severe,-0.0008768440015956003,Stable,Critical forecast hotspot,57.31,Moderate,68.2,43.76,24.51,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.459883,73.852193
91,Delhi,Delhi,"Narela, Delhi - DPCC",443.96,Severe,422.4189669576722,Severe,-21.541033042327797,Stable,Critical forecast hotspot,57.26,Moderate,66.45,42.0,40.62,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.822836,77.101981
92,West Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",450.19,Severe,431.7162454789272,Severe,-18.473754521072806,Stable,Critical forecast hotspot,56.98,Moderate,62.45,64.19,22.68,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",22.627847,88.380669
93,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",376.57,Very Poor,368.54138403213017,Very Poor,-8.028615967869825,Stable,Critical forecast hotspot,56.96,Moderate,57.72,79.67,26.09,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",25.599486,85.113666
94,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",475.09,Severe,479.1944101967293,Severe,4.1044101967293045,Stable,Critical forecast hotspot,56.77,Moderate,66.05,52.47,20.87,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.076793,72.627874
95,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",347.28,Very Poor,330.9865954101304,Very Poor,-16.293404589869567,Stable,Critical forecast hotspot,56.71,Moderate,54.69,91.02,24.71,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.56752,83.966379
96,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",431.51,Severe,454.659841944445,Severe,23.14984194444503,Stable,Critical forecast hotspot,56.64,Moderate,65.83,37.06,38.82,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.56789,77.250515
97,Bihar,Patna,"Samanpura, Patna - BSPCB",341.42,Very Poor,341.42,Very Poor,0.0,Stable,Critical forecast hotspot,56.63,Moderate,55.36,79.67,32.93,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",25.596727,85.085624
98,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",329.7,Very Poor,324.50302157481843,Very Poor,-5.196978425181555,Stable,Critical forecast hotspot,56.48,Moderate,54.3,93.67,23.77,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.349082,92.68449
99,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",412.83,Severe,459.9466228571426,Severe,47.1166228571426,Increasing,Critical forecast hotspot,56.3,Moderate,60.42,53.04,28.32,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.168606,79.932247
100,Uttar Pradesh,Noida,"Sector - 125, Noida - UPPCB",450.19,Severe,441.8668017501021,Severe,-8.323198249897871,Stable,Critical forecast hotspot,56.26,Moderate,66.51,34.83,40.54,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.5447608,77.3231257
101,Maharashtra,Pune,"Mhada Colony, Pune - IITM",462.64,Severe,487.1152685646047,Severe,24.475268564604733,Stable,Critical forecast hotspot,56.18,Moderate,66.0,41.3,27.25,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.57304,73.927715
102,Uttar Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",406.6,Severe,400.7898026984127,Severe,-5.810197301587323,Stable,Critical forecast hotspot,56.17,Moderate,57.95,71.67,24.41,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.849399,78.742362
103,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",500.0,Severe,499.9991231559984,Severe,-0.0008768440015956003,Stable,Critical forecast hotspot,56.12,Moderate,67.43,43.85,20.87,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.536457,73.805454
104,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",481.32,Severe,478.8730295724064,Severe,-2.4469704275936124,Stable,Critical forecast hotspot,55.94,Moderate,64.22,46.73,24.92,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.1135051,73.008978
105,Uttar Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",500.0,Severe,459.15947105759,Severe,-40.84052894241,Decreasing,Critical forecast hotspot,55.92,Moderate,68.62,39.54,27.55,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.4703136,80.3229863
106,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",456.42,Severe,439.0364585846561,Severe,-17.383541415343927,Stable,Critical forecast hotspot,55.9,Moderate,68.67,29.66,41.34,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",26.9164092,75.7994901
107,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",431.51,Severe,431.4502474648671,Severe,-0.05975253513287271,Stable,Critical forecast hotspot,55.81,Moderate,58.63,65.4,22.74,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",25.892357,86.590325
108,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",419.06,Severe,406.22931357142863,Severe,-12.830686428571369,Stable,Critical forecast hotspot,55.61,Moderate,59.01,68.47,22.6,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",26.1403345,85.3650192
109,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",431.51,Severe,431.3175339868912,Severe,-0.19246601310879896,Stable,Critical forecast hotspot,55.58,Moderate,61.48,57.65,25.62,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.707909,86.41467
110,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",450.19,Severe,441.0617230158728,Severe,-9.128276984127183,Stable,Critical forecast hotspot,55.44,Moderate,62.95,56.46,22.18,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",23.020509,72.579261
111,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",500.0,Severe,499.93102557822056,Severe,-0.06897442177944413,Stable,Critical forecast hotspot,55.1,Moderate,65.05,46.0,17.86,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",30.233011,74.907758
112,Uttar Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",382.43,Very Poor,382.5637281424941,Very Poor,0.13372814249407838,Stable,Critical forecast hotspot,55.02,Moderate,56.44,71.67,25.49,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.83526,78.7446
113,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",347.28,Very Poor,347.7258011228933,Very Poor,0.44580112289332874,Stable,Critical forecast hotspot,55.0,Moderate,59.2,59.85,39.14,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",30.9028,75.8086
114,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",500.0,Severe,499.2318564893317,Severe,-0.7681435106683239,Stable,Critical forecast hotspot,54.99,Moderate,67.57,42.86,17.49,Insufficient pollutant signal,Immediate intervention: Improve pollutant data completeness and continue monitoring before assigning a source-specific intervention.,22.678,75.8559
115,Uttar Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",450.19,Severe,463.70855151882085,Severe,13.518551518820857,Stable,Critical forecast hotspot,54.81,Moderate,64.75,44.32,25.13,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.694528,77.494705
116,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",437.74,Severe,437.831290708214,Severe,0.09129070821398955,Stable,Critical forecast hotspot,54.78,Moderate,62.26,57.07,21.09,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.192056,72.9585188
